ID(original),ID,Question,Answers
ProjectedUSA,109,How high is the projected number of COVID-19 cases in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the number of COVID-19 cases in the US projected to be?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the projected number of COVID-19 cases in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the estimated number of cases of coronavirus disease in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the predicted number of cases of coronavirus disease in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the estimated number of cases of COVID-19 for the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the estimated number of COVID-19 cases in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the number of COVID-19 cases in the US estimated to be?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the predicted number of cases of coronavirus disease in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the projected number of COVID-19 cases in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the projected number of cases of COVID-19 for the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the number of COVID-19 cases in the United States predicted to be?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the predicted number of COVID-19 cases in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the projected number of cases of coronavirus disease in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the number of COVID-19 cases in the United States projected to be?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the predicted number of COVID-19 cases in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the projected number of cases of coronavirus disease in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the projected number of COVID-19 cases in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the estimated number of cases of COVID-19 for the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the estimated number of COVID-19 cases in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the predicted number of COVID-19 cases in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the estimated number of COVID-19 cases in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the estimated number of COVID-19 cases in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the predicted number of cases of coronavirus disease in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,How high is the number of COVID-19 cases in the United States projected to  be?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the number of COVID-19 cases in the US estimated to be?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the predicted number of COVID-19 cases in the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the estimated number of cases of coronavirus disease in the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the number of COVID-19 cases in the United States estimated to be?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the predicted number of cases of COVID-19 for the US?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProjectedUSA,109,What are the predicted number of cases of COVID-19 for the United States?,"According to Tom Frieden, former director of CDC, in the best case scenario, the fatality rate is comparable to the flu and only 0.1% of the US popoulation would get infected, and only 327 would die. In the worst case scenario, half of the U.S. population would get infected with COVID-19 and more than one million people would die, assuming a fatality rate of 1%."
ProtectiveMade,110,How is protective equipment made,Masks are made by layering several layers of ultra-fine filters and cutting them to shapes that conform to the human face. Straps and a bendable nose piece are attached to make sure the fit in snug and does not allow airborne particles to enter around the edges of the mask.
Protocol,111,What must I do if I find out I have it?,"You immediately quarantine yourself. The World Health Organization issued guidance on quarantine on February 29, 2020. They encourage people to do the following: 1) Have appropriate quarantine setting and adequate provisions for the quarantine period, 2) Enforce minimum infection prevention and control measures, and 3) Monitor the health of quarantined persons during the quarantine period."
Protocol,111,"If I get COVID19, what steps must I take?","You immediately quarantine yourself. The World Health Organization issued guidance on quarantine on February 29, 2020. They encourage people to do the following: 1) Have appropriate quarantine setting and adequate provisions for the quarantine period, 2) Enforce minimum infection prevention and control measures, and 3) Monitor the health of quarantined persons during the quarantine period."
Protocol,111,What things must I do if I get sick from COVID,"You immediately quarantine yourself. The World Health Organization issued guidance on quarantine on February 29, 2020. They encourage people to do the following: 1) Have appropriate quarantine setting and adequate provisions for the quarantine period, 2) Enforce minimum infection prevention and control measures, and 3) Monitor the health of quarantined persons during the quarantine period."
Protocol,111,what is the protocol if I have COVID-19?,"You immediately quarantine yourself. The World Health Organization issued guidance on quarantine on February 29, 2020. They encourage people to do the following: 1) Have appropriate quarantine setting and adequate provisions for the quarantine period, 2) Enforce minimum infection prevention and control measures, and 3) Monitor the health of quarantined persons during the quarantine period."
Protocol,111,What are the things I have to do if I get the virus?,"You immediately quarantine yourself. The World Health Organization issued guidance on quarantine on February 29, 2020. They encourage people to do the following: 1) Have appropriate quarantine setting and adequate provisions for the quarantine period, 2) Enforce minimum infection prevention and control measures, and 3) Monitor the health of quarantined persons during the quarantine period."
Q1,112,Tell me about the symptoms,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the characteristics of COVID-19?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What things mean I might have Coronavirus?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the symptoms I should be on the look out for?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the symptoms of Covid-19 for kids with asthma?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,"Tell me about COVID-19 symptoms""","Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the main symptoms of COVID-19?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,"Tell me about coronavirus symptoms""","Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,what are the symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the symptoms of corona,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,what are the symptoms if I am infected?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Symptoms,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Could you say a little bit about the symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,If I have an intermittent cough?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,do you get a rash with this?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Do I have coronavirus,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Symptoms of coronavirus that are different than flu symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What symtoms should I be watching out for?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are coronavirus symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Is sneezing one of the symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Can you list the symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What if I am sneezing?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Can you list the coronavirus symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,How can I find out about the symptoms of coronovirus?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What shall I feel if I get infected?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are COVID-19 symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Can you list the COVID-19 symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,Coronavirus symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the signs of COVID-19?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,How to tell whether I have symptons of coronavirus or not?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What symptons should I look out for?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,How is it like if i get infected,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the symptoms of coronovirus?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,What are the symptons of coronavirus?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1,112,COVID-19 symptoms?,"Common symptoms include a fever, dry cough, and shortness of breath, though some people may exerience other symptoms as well. While symptoms are relatively mild for most people with COVID-19, the disease can cause organ failure or death in extreme cases. If you suspect you may have COVID-19, call your nearest medical facility for information about testing, and isolate yourself from others. If you are experiencing symptoms that are emergency warning signs, such as pronounced shortness of breath, confusion, or pain or pressure in your chest, get medical attention immediately."
Q1012,113,What info do you have on COVID-19?,"I have sourced a lot of information on COVID-19 from reliable experts. If you can specify which information you are looking for, such as ""what are the symptoms of COVID-19"" or ""how to make a facemask"", I will be more than happy to provide you with details."
Q1015,114,can heparin cure corona>,"Heparin is used as a blood anticoagulant. A study published in July 2020 showed that, in test tubes, heparin could bind to some structures in the virus surface. However, this binding does not mean that it can decrease viral infection in COVID-19 patients. More reserch is needed to determine its potential application."
Q1040,115,Is it a good idea to inject disinfectants into my body?,"Defenitely not a good idea! Disinfectants, such as methanol, ethanol, and bleach are poisons. Drinking or injecting them into your body can lead to disability and death. You can use them to disinfect objects and surfaces, especially the ones you touch regularly to protect yourself against COVID-19."
Q1043,116,I have fever,I'm sorry to hear that you have a fever. You can ask me more about the symptoms of COVID-19 and see if it is necessary to contact a local health provider.
Q11,117,Where should I get information for my area?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,local cases,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,coronavirus near me,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,How do I find out the status of COVID-19 where I live?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,Are there any cases where I live?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,infected people in my area,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,Do many people have it in my area?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,How many people have coronavirus where I live?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,What about my area?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,My state,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,Do you know how many cases there are in my area?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
Q11,117,Have there been any reported cases of people infected in my location?,"State, county, municipal websites are one place to start for local information. As a rule of thumb, look for sites with a.gov domain. Local departments of health and human safety will have most up to date information for local instructions."
